_id,APPLICATION_DATE,COMPLETED_DATE,DESCRIPTION,GREEN_ROOF_AREA,GREEN_ROOF_VARIATION_AREA,ISSUED_DATE,PERMIT_NUM,PERMIT_TYPE,POSTAL,REVISION_NUM,STATUS,STREET_DIRECTION,STREET_NAME,STREET_NUM,STREET_TYPE,STRUCTURE_TYPE
49054,2017-09-19,,Phase 2.1-  Construct a 10 storey replacement building for the TCHC (75 units),72.72,0.0,2019-10-15,17 235361,New Building,M2J,0,Inspection, ,ALLENBURY,11-21,GDNS,Apartment Building
49055,2017-09-19,,Phase 2.1-  Construct a 17 storey market residential condominium (207 units) with a shared underground garage for 170 and 180 Fairview Mall Dr,191.94,,2019-10-11,17 235371,New Building,M2J,0,Inspection, ,ALLENBURY,11-21,GDNS,Apartment Building
49056,2017-09-21,,"32 storey residential building containing 425 dwelling units with ground floor retail (1,696.22sqm), residential amenity and common areas on the ground and 8th floor and a green roof above a 5 level parking garage - Don Mills - Rodeo Drive - Tower B2  See also 17 236652 (Building D)",1008,0.0,2021-09-30,17 236574,New Building,M3C,0,Inspection,W,THE DONWAY,49, ,Apartment Building
49057,2017-09-21,,"16 storey residential building containing 208 dwelling units which includes 8 residential townhouses that are part of the condominium and are interconnected with a ground floor corridor to the residential lobby, ground floor retail (871.2 sqm) and a green roof above a 2 level parking garage - Don Mills - Rodeo Drive - Tower D  See also 17 236574 (tower B2).  Linked with Tower B2 via P1 and P2 levels",1106,0.0,2021-09-30,17 236652,New Building,M3C,0,Inspection,W,THE DONWAY,49, ,Apartment Building
49058,2017-09-22,,"Proposal to construct new 25 storey (plus 2 rooftop mechanical levels)  mixed used building with 273 residential units, retail at grade, and 4 storeys of underground parking.",45.99,59.33,2021-01-07,17 237216,New Building,M5A,0,Inspection, ,ONTARIO,53,ST,Mixed Use/Res w Non Res
49059,2017-09-29,2018-10-31,PROP. NEW 2 STY  SEMI-DETACHED SFD,170.71,,2017-10-19,17 241140,New Houses,M4C,0,Closed, ,VIRGINIA,107,AVE,SFD - Semi-Detached
49060,2017-10-03,2018-07-26,Proposal to install a green roof on an existing roof structure,12.23,,2018-02-08,17 242286,Small Residential Projects,M4E,0,Closed, ,WILLOW,115,AVE,SFD - Semi-Detached
49061,2017-10-18,,Proposal to construct a 6-storey mixed-use building with 89 residential units with retail at grade. A total of 55 parking spaces are proposed in an underground parking garage.,234,0.0,2019-05-30,17 249532,New Building,M4L,0,Inspection,E,QUEEN,1630,ST,Mixed Use/Res w Non Res
49062,2017-10-20,,"Proposal to to construct a 19 and 22-storey mixed-use building consisting of a 5-storey podium and 2 towers, with retail uses on the first 2 storeys and residential uses above - 520 dwelling units in total, 3 levels of underground parking and 15 existing rental units are proposed to be replaced within the new building.",1327.6,0.0,2021-10-14,17 250873,New Building,M5A,0,Inspection, ,POWER,48,ST,Mixed Use/Res w Non Res
49063,2017-10-20,,"Proposal to construct a 10 storey condo with 70 residential units, 3 levels of below grade parking, and commercial at grade,  NOTE: See stand alone excavation and shoring for soil remediation permit 17 149470 BLD for reference.  143-151 AVENUE RD",290.68,0.0,2019-06-13,17 250987,New Building,M5R,0,Inspection, ,AVENUE,143,RD,Mixed Use/Res w Non Res
49064,2017-10-24,2021-01-24,Proposal to construct new one storey film studio addition,0,450.0,2018-01-08,17 252314,Building Additions/Alterations,M8Z,0,Closed, ,KIPLING,777,AVE,Television Studio(no audience)
49065,2017-10-26,,Proposed new 5-storey Retirement Residence.,1355,0.0,2019-04-02,17 253916,New Building,M1E,0,Inspection, ,LIVINGSTON,65,RD,Apartment Building
49066,2017-10-30,,"Construct  8 storey tower with 171dwelling units for Tower B
(underground parking to be shared with 36R Tippett Rd file #17-255291)",541,0.0,2020-08-06,17 255309,New Building,   ,0,Inspection, ,TIPPETT,36,RD,Apartment Building
49067,2017-10-30,,"Construct  14 storey tower with 291dwelling units for Tower A 
(underground parking to be shared with 36R Tippett Rd file #17-255291)",907,0.0,2020-07-21,17 255315,New Building,   ,0,Inspection, ,TIPPETT,36 R,RD,Apartment Building
49068,2017-10-31,,Proposal to construct a 25 storey office building with retail within 2 storey podium and 4 levels of below grade parking.  See stand alone shoring for soil remediation - 17 206041 BLD.  55 LAKE SHORE BLVD E / 100 QUEENS QUAY E - BLOCK 1 / SOUTHEAST,2412,0.0,2020-04-08,17 255605,New Building,M5E,0,Inspection,E,LAKE SHORE,55,BLVD,Multiple Use/Non Residential
49069,2017-11-02,,Proposal to construct a 9 storey + mechanical penthouse condo building containing 36 residential units and 3 levels of below grade parking.  ,878.4,0.0,2019-09-12,17 257038,New Building,M4V,0,Inspection, ,AVENUE,281,RD,Apartment Building
49070,2017-11-07,,"Proposal to construct a 29 storey condo with 321 residential units and 1 guest suite, 3 levels of below grade parking, and ground floor retail.  60 SHUTER ST & 189 CHURCH ST.  See active standalone shoring/soil remediation 17 210600 BLD.",431.05,148.59,2020-02-07,17 259070,New Building,M5B,0,Inspection, ,SHUTER,60,ST,Mixed Use/Res w Non Res
49071,2017-11-15,,"Proposal to construct a 30-storey mixed-use building which contains 560 residential units as well as a retail space on the ground floor, mezzanine, second floor and concourse level, office space on the third floor and 4-levels of below-grade parking.",910.6,0.0,2020-10-23,17 262810,New Building,M5G,0,Inspection, ,EDWARD,20,ST,Mixed Use/Res w Non Res
49072,2017-11-20,,Proposal to construct a 33 storey condo building containing 268 residential units and 3 levels of below grade parking.  59-71 MUTUAL ST.,225,,2022-06-30,17 265005,New Building,M5B,0,Inspection, ,MUTUAL,59,ST,Apartment Building
49073,2017-11-23,,"Proposal to construct a new 9 storey mixed use building with 18 residential units, office use, and 3 levels of underground parking.  See also 15 257797 SA.",195.85,0.0,2021-12-09,17 266196,New Building,M5R,0,Inspection, ,HAZELTON,128,AVE,Mixed Use/Res w Non Res
49074,2017-11-24,2022-02-18,"Proposal to permit the construction of a 28 storey mixed use rental building with retail at grade and 2 levels of below grade parking. See SPA 15-264787 - BLOCK 30.
See shoring stand alone permit # 17-211694 BA",918,0.0,2021-01-11,17 266912,New Building,   ,0,Closed, ,NICHOLAS,25,AVE,Mixed Use/Res w Non Res
49075,2017-11-30,,"Proposal to construct 52-storey condo with 602 residential units, 6 levels of below grade parking, and ground floor commercial.  215 CHURCH ST, 223-229 CHURCH ST & 117 DUNDAS ST E.",570,0.0,2020-04-08,17 269693,New Building,M5B,0,Inspection, ,CHURCH,215,ST,Mixed Use/Res w Non Res
49076,2017-11-30,,"Proposal for a 37 storey residential condominium building with 3 levels of underground parking, and 351 residential units.",216,0.0,2020-10-30,17 269695,New Building,M4P,0,Inspection, ,BROADWAY,91,AVE,Apartment Building
49077,2017-11-30,,"Proposal for new 29 storey condo with commercial at grade, 1531 residential units, and 1 level of below grade parking.",2378,0.0,2020-08-10,17 269706,New Building,M5A,0,Inspection,E,FRONT,177,ST,Mixed Use/Res w Non Res
49078,2017-12-01,,"Revised Proposal Sep 15, 2020- Proposal to construct a residential condominium building with 5 levels of underground parking, with 174 dwelling units (12 additional dwelling units) as amended by COA - A0598/19EY.

Original proposal -Construct a 17-storey mixed use condominium building with 5 levels of underground parking.",670,0.0,2021-07-15,17 269959,New Building,   ,0,Inspection, ,ANNIE CRAIG,65,DR,Apartment Building
49079,2017-12-01,,"Construction of a 14 storey apartment building with 177 residential units situated on top of a parking garage (which is also partially below a commercial/residential building, see building B). The roof of the parking, outside of the bulding footprint, consists of a vehicular drop-off court with covered canopy, loading, landscaped garden and patios.",476.5,0.0,2018-10-26,17 270015,New Building,   ,0,Inspection, ,MCNICOLL,1028,AVE,Apartment Building
49080,2017-12-06,,"Proposal for a 31-storey mixed-use building containing ground floor retail, a daycare on the second floor, 538 residential units, and 6 levels of below grade parking. See related stand alone shoring application 17-248611.",759,0.0,2020-02-04,17 272255,New Building,   ,0,Inspection, ,WESTERN BATTERY,19,RD,Mixed Use/Res w Non Res
49081,2017-12-08,,Proposal to permit the construction of two towers (29 and 11 storeys). Towers will be connected by a 2 storey mixed use podium with 3 levels of below grade parking. Proposal is for a combined 435 units. See SPA 16-268551 & MV 17-210444 - BLOCK 16 SOUTH - Shoring permit # 17-214134- Convenience addresses are 34 Tubman Ave and 660 Dundas St E,1588.71,,2020-07-27,17 273202,New Building,   ,0,Inspection,E,DUNDAS,620,ST,Mixed Use/Res w Non Res
49082,2017-12-11,,"Proposal to construct a mixed-used building consisting of two 45-storey towers connected by a nine-storey base building podium, hotel space with 36 suites, residential space comprising 658 dwelling units, commercial at grade and five levels of underground parking.",0,193.8,2021-07-05,17 273784,New Building,M5V,0,Inspection, ,MERCER,15,ST,Mixed Use/Res w Non Res
49083,2017-12-12,,Proposal to redevelop the site with a 58-storey mixed-use development including an nine-storey podium containing retail and office uses with 462 residential units in the tower portion. A total of 132 parking spaces and 523 bicycle parking spaces are located in 3 levels of below grade parking garage. The existing heritage building will be conserved.,610,107.0,2021-08-25,17 274433,New Building,M5H,0,Inspection, ,DUNCAN,19,ST,Mixed Use/Res w Non Res
49084,2017-12-13,2020-03-19,"First floor rear addition, rear deck and patio renovation, interior alterations, basement underpinning and garage extension",32.43,,2018-02-05,17 275140,Small Residential Projects,M4W,0,Closed, ,SOUTH,27,DR,SFD - Detached
49085,2017-12-15,,"Construct a mixed-use building (Building A/B) 13 and 10 storeys over 2-levels of underground parking & construct a 2nd mixed use building (Building C) over 2-levels of underground parking containing a total of 408 dwelling units, retail & a small business incubation centre (1,350.0 m2) for the City of Toronto

Standalone shoring permit # 17 256588",815,0.0,,17 276108,New Building,M6K,0,Under Review , ,DUFFERIN,440,ST,Mixed Use/Res w Non Res
49086,2017-12-15,,"2 storey Addition including a new indoor pool on the first floor and gym is on the second floor to an existing 3 storey Bayview Glen Private Lower School. Redesign of parking area and vehicle entry to school. 
Partial renovation to existing school building (total area of renovation work is 1,157 sq. m.).",183,,2019-06-05,17 276358,Building Additions/Alterations,M3B,0,Inspection, ,DUNCAN MILL,275,RD,Elementary School
49087,2017-12-20,,"Proposal to construct a 29 storey condo with 308 residential units, ground floor commercial, and 3 levels of below grade parking.",88,,2020-07-21,17 277785,New Building,   ,0,Inspection, ,THE ESPLANADE,75, ,Mixed Use/Res w Non Res
49088,2017-12-21,,"proposal to construct a 10 storey condo with 74 residential units, ground & 2nd floor commercial, and 3 levels of below grade parking.",261,0.0,2020-08-18,17 278452,New Building,M6J,0,Inspection, ,DOVERCOURT,41,RD,Mixed Use/Res w Non Res
49089,2017-12-22,,Construction of 44-storey mixed-use condominium with 397 residential units and four levels of underground parking.,652.0,23.5,2020-06-26,17 278638,New Building,   ,0,Inspection, ,MABELLE,5,AVE,Mixed Use/Res w Non Res
49090,2017-12-22,2022-12-22,"Proposal to construct 5 storey condo + 1 storey mechanical, with 26 residential rental units and ground floor artist studios.",117.61,,2020-06-18,17 278653,New Building,M5A,0,Closed, ,RIVER,41,ST,Apartment Building
49091,2017-12-22,,"Proposal for a new 36-storey mixed-use building with retail on the first and second floors, office uses on the 3rd and 4th floors, and residential use on the fifth floor and above, with 4 levels of below grade parking. See SPA 16-249867",194.4,0.0,2021-04-12,17 278727,New Building,M5V,0,Inspection, ,SPADINA,57,AVE,Mixed Use/Res w Non Res
49092,2017-12-28,,Construction of a new seven storey mixed use building containing 131 rental dwelling units and ground floor retail above a two level below grade parking facility. See BA 19-102757 for related stand alone shoring ,519,0.0,,17 279918,New Building,   ,0,Refusal Notice,W,DUNDAS,3385,ST,Mixed Use/Res w Non Res
49093,2017-12-28,,New 5 storey retirement home (Group 'C'),213.27,,,17 279968,New Building,M9V,0,Issuance Pending, ,ALBION,1155,RD,Home for the Aged
49094,2018-01-08,,"Proposal to demolish existing 1 storey building and construct a 9 storey mixed use building with 92 residential units, 2 levels of underground parking, and commercial (Shell) at grade.",197,0.0,2020-02-26,18 102429,New Building,M4J,0,Inspection, ,DANFORTH,1177,AVE,Mixed Use/Res w Non Res
49095,2018-01-12,,"Demolition of existing vacant building and construction of a new 9 storey residential condominium with retail at ground level
Partial occupancy of par of P3 - 4th Floor 21139902AO
Partial Occupancy part of Floor 5-Floor 6- 21152741AO
Partial Occupancy part of the 6th Floor  21161876AO",16945.0,,2020-01-07,18 104244,New Building,   ,0,Inspection, ,KINGSTON,2799,RD,Apartment Building
49096,2018-01-31,2019-10-03,Proposal for a green roof on existing single family dwelling,70.09,,2018-03-22,18 112082,Small Residential Projects,M6J,0,Closed, ,MASSEY,44,ST,SFD - Townhouse
49097,2018-02-07,,Proposed construction of a new 8 storey condominium building with 2.5 levels of underground parking.,411,0.0,2020-01-27,18 114665,New Building,M1M,0,Inspection, ,KINGSTON,3655,RD,Apartment Building
49098,2018-02-08,,"Proposal to construct a three storey addition + basement addition to existing Dewatering process building. Building addition area = 2,254.7m2 and existing building area = 123.6m2. Three existing building on the addition site are to be demolished: Chlorination Building (totally demolished), Waste Heat Recovery building (partially demolished), and Incinerator Building (totally demolished). See 19-260981 for ALT SOL for travel distances.",631.2,,2020-05-13,18 115190,Building Additions/Alterations,   ,0,Inspection,E,LAKE SHORE,1313,BLVD,Water and Sewage Pumping Stations
49099,2018-02-09,,"Proposal to construct a 42-storey mixed use building with 340 residential units, 3 storey's of retail, and 3 levels of below grade parking that includes 1 level of Car-Share spaces (at P3).",34.2,0.0,2022-07-26,18 115481,New Building,   ,0,Inspection,W,KING,357,ST,Mixed Use/Res w Non Res
49100,2018-02-15,,"Proposal to construct a new 10 storey residential building with retail at grade
See ALT 18-247014",799,0.0,2020-05-07,18 117593,New Building,M9B,0,Inspection, ,GIBBS,2,RD,Mixed Use/Res w Non Res
49101,2018-02-15,,Proposal to construct a new 10 storey residential building with retail at grade,516,0.0,2020-05-08,18 117622,New Building,M9B,0,Inspection, ,GIBBS,2,RD,Mixed Use/Res w Non Res
49102,2018-02-15,,Proposal to construct a 33 storey residential building with a 4 storey podium,1345.6,0.0,2020-05-07,18 117629,New Building,M9B,0,Inspection, ,GIBBS,2,RD,Apartment Building
49103,2018-03-01,2022-12-14,"Proposed new 18-storey residential condominium, 234 suites with 3 levels of underground garage.",764.00,0.0,2019-09-26,18 123249,New Building,   ,0,Closed,E,SHEPPARD,3220,AVE,Apartment Building
